Snapshot Number,Redshift,Stellar Mass [Msun],Star Formation Rate [Msun/yr],GalaxyID,GALEX_FUV,GALEX_NUV,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,TwoMASS_J,TwoMASS_H,TwoMASS_Ks,UKIDSS_Z,UKIDSS_Y,UKIDSS_J,UKIDSS_H,UKIDSS_K,Johnson_U,Johnson_B,Johnson_V,Johnson_R,Johnson_I,Johnson_J,Johnson_M,WISE_W1,WISE_W2,WISE_W3,WISE_W4,IRAS_12,IRAS_25,IRAS_60,IRAS_100,IRAC_I1,IRAC_I2,IRAC_I3,IRAC_I4,MIPS_24,MIPS_70,MIPS_160,PACS_70,PACS_100,PACS_160,SPIRE_250,SPIRE_350,SPIRE_500,SCUBA2_450,SCUBA2_850,GALEX_FUV_f,GALEX_NUV_f,SDSS_u_f,SDSS_g_f,SDSS_r_f,SDSS_i_f,SDSS_z_f,TwoMASS_J_f,TwoMASS_H_f,TwoMASS_Ks_f,UKIDSS_Z_f,UKIDSS_Y_f,UKIDSS_J_f,UKIDSS_H_f,UKIDSS_K_f,Johnson_U_f,Johnson_B_f,Johnson_V_f,Johnson_R_f,Johnson_I_f,Johnson_J_f,GALEX_FUV_e,GALEX_NUV_e,SDSS_u_e,SDSS_g_e,SDSS_r_e,SDSS_i_e,SDSS_z_e,TwoMASS_J_e,TwoMASS_H_e,TwoMASS_Ks_e,UKIDSS_Z_e,UKIDSS_Y_e,UKIDSS_J_e,UKIDSS_H_e,UKIDSS_K_e,Johnson_U_e,Johnson_B_e,Johnson_V_e,Johnson_R_e,Johnson_I_e,Johnson_J_e,ALMA_6,ALMA_7,ALMA_8,ALMA_9,ALMA_10
28,2.220446E-16,1.39586683E10,2.6355462,8517165,-18.740965,-18.790903,-19.500938,-20.37651,-20.794786,-20.9425,-21.17183,-21.393686,-21.593725,-21.419905,-21.15754,-21.318043,-21.398808,-21.586096,-21.387571,-19.451546,-20.217487,-20.554956,-20.877903,-21.130405,-21.390081,-20.69146,-20.955986,-20.659288,-21.953049,-23.075459,-21.874537,-22.994814,-24.81526,-25.881645,-20.928257,-20.68168,-21.224194,-22.113646,-23.096666,-25.244328,-26.1672,-25.208044,-25.894468,-26.103434,-25.588938,-24.869366,-23.885574,-24.199461,-22.138403,-19.113302,-19.179516,-19.784006,-20.609411,-20.987282,-21.106993,-21.30892,-21.48699,-21.653028,-21.456455,-21.296371,-21.437222,-21.490862,-21.646294,-21.423082,-19.736305,-20.45992,-20.764025,-21.054802,-21.27153,-21.483812,-18.360304,-18.411955,-19.199015,-20.129541,-20.593012,-20.775225,-21.025194,-21.288475,-21.521578,-21.372435,-21.009693,-21.187134,-21.294737,-21.513094,-21.341429,-19.147903,-19.956467,-20.339855,-20.6947,-20.981585,-21.284847,-21.125198,-21.873594,-22.905607,-24.164522,-24.873016
28,2.220446E-16,2.88232776E10,2.1673892,9334219,-18.77587,-18.87635,-19.662697,-20.691721,-21.207302,-21.414053,-21.672037,-21.943195,-22.149122,-21.952616,-21.654789,-21.863674,-21.948921,-22.139746,-21.916327,-19.612303,-20.500761,-20.951914,-21.319397,-21.629202,-21.93631,-20.987999,-21.383442,-21.015501,-21.846395,-22.935894,-21.779348,-22.855165,-24.649315,-25.843655,-21.35058,-21.04976,-21.318886,-22.02557,-22.956425,-25.1093,-26.239124,-25.066639,-25.854212,-26.175129,-25.722878,-25.031717,-24.064762,-24.376408,-22.327923,-18.789564,-18.897894,-19.697878,-20.732525,-21.244364,-21.448261,-21.70268,-21.965532,-22.163633,-21.961754,-21.686031,-21.891481,-21.970951,-22.154524,-21.925272,-19.647263,-20.54108,-20.991514,-21.354551,-21.660143,-21.958788,-17.680387,-17.778276,-18.9071,-20.087719,-20.712334,-21.002361,-21.326557,-21.707445,-21.996155,-21.85153,-21.304804,-21.563288,-21.716486,-21.98462,-21.817837,-18.85218,-19.870604,-20.418304,-20.871824,-21.275337,-21.699638,-21.336857,-22.063835,-23.092505,-24.341658,-25.035713
28,2.220446E-16,1.17321554E10,0.9813074,9348795,-17.867641,-17.920092,-18.705112,-19.737282,-20.268263,-20.485981,-20.747097,-21.01421,-21.233126,-21.045927,-20.729733,-20.930454,-21.020535,-21.22434,-21.011158,-18.65251,-19.5354,-20.00848,-20.386757,-20.703144,-21.008682,-20.105223,-20.498007,-20.135754,-20.91749,-22.050753,-20.825184,-21.986767,-24.132072,-25.224665,-20.461687,-20.169676,-20.415712,-21.074665,-22.083214,-24.604757,-25.42894,-24.569479,-25.238564,-25.370205,-24.795748,-24.060339,-23.06801,-23.38376,-21.31065,-17.979395,-18.03549,-18.771988,-19.785173,-20.307219,-20.516949,-20.772882,-21.030708,-21.243168,-21.052425,-20.755909,-20.951822,-21.036875,-21.234583,-21.017475,-18.719982,-19.58585,-20.049694,-20.421293,-20.729536,-21.0253,-17.610218,-17.631392,-18.422478,-19.461143,-20.022678,-20.266912,-20.554468,-20.86276,-21.12227,-20.965698,-20.535944,-20.749863,-20.8704,-21.112509,-20.932695,-18.369024,-19.252684,-19.746782,-20.157091,-20.506474,-20.85749,-20.31351,-21.044975,-22.081781,-23.348492,-24.06363
28,2.220446E-16,2.58158572E10,0.8217135,12107970,-17.193075,-17.37309,-18.558409,-19.84043,-20.500895,-20.800661,-21.119688,-21.481485,-21.724728,-21.539413,-21.097668,-21.366545,-21.488972,-21.713558,-21.500866,-18.503046,-19.601048,-20.211678,-20.663042,-21.071716,-21.470018,-20.510998,-20.941967,-20.563948,-21.069641,-22.123297,-21.009007,-22.029316,-24.043491,-25.338007,-20.916714,-20.60071,-20.72784,-21.276842,-22.136885,-24.57079,-25.660286,-24.525284,-25.349476,-25.605232,-25.0606,-24.317614,-23.31026,-23.630625,-21.526522,-17.264061,-17.435072,-18.602434,-19.873707,-20.532278,-20.826267,-21.143696,-21.49861,-21.734016,-21.545488,-21.122213,-21.387646,-21.505533,-21.723091,-21.506584,-18.547298,-19.633934,-20.242924,-20.69155,-21.095379,-21.487236,-16.364939,-16.538074,-17.995832,-19.369553,-20.095978,-20.442049,-20.80242,-21.234598,-21.547073,-21.416586,-20.777496,-21.072561,-21.244442,-21.534191,-21.380798,-17.937315,-19.110348,-19.784433,-20.285704,-20.748629,-21.223127,-20.539688,-21.259312,-22.308947,-23.594715,-24.320477
28,2.220446E-16,1.4853374E10,0.6478546,2570870,-16.673328,-16.908417,-18.26742,-19.536701,-20.159945,-20.429335,-20.726254,-21.053387,-21.278112,-21.090982,-20.704891,-20.95731,-21.0599,-21.268147,-21.053942,-18.211,-19.306303,-19.881386,-20.305363,-20.680624,-21.044142,-20.117416,-20.513897,-20.150364,-20.892958,-21.992126,-20.827301,-21.901812,-23.804956,-24.999119,-20.487633,-20.183908,-20.417982,-21.07974,-22.006937,-24.289274,-25.283396,-24.248264,-25.0109,-25.227598,-24.653746,-23.89008,-22.86457,-23.188438,-21.061865,-16.678513,-16.91328,-18.269655,-19.538197,-20.161247,-20.4305,-20.727192,-21.053947,-21.278503,-21.091158,-20.70583,-20.958044,-21.060421,-21.268541,-21.054108,-18.21327,-19.307907,-19.882746,-20.306583,-20.68157,-21.044727,-15.755633,-16.13746,-17.80576,-19.205942,-19.864569,-20.177507,-20.496445,-20.877302,-21.155966,-21.007357,-20.473103,-20.745455,-20.885584,-21.144148,-20.97215,-17.745926,-18.958593,-19.58672,-20.03366,-20.447922,-20.86732,-20.066881,-20.792765,-21.850422,-23.152105,-23.8924
28,2.220446E-16,2.50589942E10,1.8577657,8659421,-18.210382,-18.264368,-19.081276,-20.120455,-20.71614,-20.959013,-21.27133,-21.614414,-21.864964,-21.704573,-21.248884,-21.500671,-21.622183,-21.854498,-21.669134,-19.030577,-19.913456,-20.421337,-20.850685,-21.222107,-21.606142,-20.900965,-21.199343,-20.897497,-21.92357,-23.059727,-21.842775,-22.980946,-25.085484,-26.162775,-21.18024,-20.923174,-21.314867,-22.08341,-23.082094,-25.557533,-26.320694,-25.523565,-26.176739,-26.25965,-25.61015,-24.824219,-23.793676,-24.117504,-22.001484,-18.352732,-18.420645,-19.187786,-20.210148,-20.787218,-21.01589,-21.316586,-21.642754,-21.881718,-21.71447,-21.295,-21.53896,-21.649973,-21.871675,-21.678726,-19.137663,-20.006994,-20.500559,-20.913359,-21.269434,-21.634775,-17.746767,-17.814293,-18.715324,-19.81088,-20.43234,-20.697605,-21.02433,-21.399183,-21.695965,-21.577133,-21.000834,-21.262371,-21.40769,-21.684273,-21.54374,-18.662806,-19.595936,-20.131817,-20.578587,-20.973406,-21.391878,-20.987057,-21.73317,-22.784039,-24.080809,-24.826117
28,2.220446E-16,3.4824659E10,3.7420282,12724543,-19.118969,-19.196167,-19.994537,-20.98616,-21.484446,-21.687391,-21.95079,-22.238176,-22.464006,-22.289986,-21.931961,-22.145233,-22.244484,-22.455051,-22.255445,-19.944448,-20.803017,-21.227198,-21.595158,-21.907436,-22.232641,-21.428474,-21.77086,-21.438103,-22.407885,-23.515717,-22.333632,-23.43575,-25.329096,-26.482853,-21.742746,-21.4674,-21.817059,-22.57553,-23.53718,-25.792017,-26.813915,-25.752321,-26.494595,-26.751251,-26.257158,-25.546938,-24.566545,-24.880907,-22.818521,-19.350666,-19.45265,-20.191374,-21.158926,-21.63288,-21.817833,-22.064215,-22.318886,-22.51852,-22.326109,-22.04737,-22.246017,-22.32425,-22.510237,-22.290436,-20.142313,-20.981718,-21.3875,-21.732685,-22.02296,-22.313303,-18.296568,-18.365944,-19.315594,-20.378946,-20.94931,-21.214615,-21.538794,-21.935928,-22.257874,-22.15291,-21.516394,-21.775763,-21.945518,-22.246565,-22.121534,-19.26308,-20.181864,-20.662127,-21.095833,-21.487267,-21.930943,-21.82161,-22.553919,-23.586733,-24.845491,-25.550669
28,2.220446E-16,4.3611894E10,0.98631257,12742442,-18.069859,-18.301899,-19.434757,-20.642866,-21.203074,-21.455305,-21.734718,-22.020452,-22.232235,-22.018652,-21.716667,-21.939291,-22.025871,-22.222197,-21.979671,-19.379627,-20.431189,-20.947828,-21.337513,-21.68946,-22.012188,-20.849373,-21.370155,-20.924524,-21.27862,-22.323114,-21.221622,-22.249006,-24.17155,-25.22316,-21.332754,-20.96981,-21.010996,-21.501053,-22.345776,-24.609251,-25.483809,-24.574974,-25.23586,-25.417858,-24.884068,-24.159725,-23.173187,-23.488089,-21.423122,-18.098328,-18.318705,-19.45259,-20.662775,-21.22436,-21.47424,-21.751965,-22.032192,-22.23994,-22.023254,-21.733818,-21.95513,-22.037457,-22.230003,-21.9841,-19.397493,-20.450092,-20.968601,-21.35751,-21.707033,-22.023901,-17.934866,-18.16383,-19.33223,-20.55445,-21.131138,-21.395407,-21.687,-21.989685,-22.214346,-22.007956,-21.668016,-21.900183,-21.995451,-22.203968,-21.969278,-19.276785,-20.339983,-20.86862,-21.272747,-21.640245,-21.981403,-20.419405,-21.158312,-22.191822,-23.452698,-24.163094
28,2.220446E-16,1.81199688E10,1.0205631,9223317,-17.916586,-17.98569,-18.783293,-19.853964,-20.420267,-20.663681,-20.957174,-21.264156,-21.4917,-21.298676,-20.938148,-21.167137,-21.270195,-21.482393,-21.261126,-18.73163,-19.646992,-20.147736,-20.552887,-20.909182,-21.256351,-20.268505,-20.70894,-20.314184,-20.986168,-22.069437,-20.916088,-21.996525,-23.96751,-25.100067,-20.674007,-20.352226,-20.531713,-21.162336,-22.094378,-24.434452,-25.384584,-24.396275,-25.11272,-25.32106,-24.798407,-24.085476,-23.109947,-23.422989,-21.371029,-18.116795,-18.1969,-18.950327,-19.999514,-20.547619,-20.771778,-21.047915,-21.325853,-21.529816,-21.322174,-21.030048,-21.246656,-21.330877,-21.520962,-21.283869,-18.899872,-19.796541,-20.28274,-20.668926,-21.002686,-21.318233,-16.98011,-17.07148,-18.186953,-19.377214,-20.00755,-20.311922,-20.65372,-21.04995,-21.354275,-21.212212,-20.630478,-20.89991,-21.058441,-21.342922,-21.177124,-18.131702,-19.153044,-19.717667,-20.174446,-20.600246,-21.042402,-20.37712,-21.1072,-22.135792,-23.387703,-24.0891
28,2.220446E-16,4.7206212E10,0.74017024,11568391,-15.535293,-16.101208,-18.626476,-20.228178,-20.994251,-21.343737,-21.684479,-22.072805,-22.347927,-22.170156,-21.659231,-21.946375,-22.08062,-22.336489,-22.13174,-18.56045,-19.93505,-20.688332,-21.184471,-21.634129,-22.063145,-21.061432,-21.554081,-21.144758,-21.168737,-22.190174,-21.10013,-22.10545,-24.48833,-25.802147,-21.524801,-21.186953,-21.13843,-21.413147,-22.210752,-25.055344,-26.026634,-25.010962,-25.815098,-25.9804,-25.339367,-24.545195,-23.496006,-23.824707,-21.6635,-15.984942,-16.453516,-18.768042,-20.345057,-21.098917,-21.438728,-21.771822,-22.146872,-22.40245,-22.210623,-21.747099,-22.03102,-22.154312,-22.391506,-22.171326,-18.70311,-20.0562,-20.79515,-21.283445,-21.722456,-22.136484,-14.901193,-15.692577,-18.478971,-20.114244,-20.893944,-21.254776,-21.603058,-21.999372,-22.286865,-22.118979,-21.577593,-21.867975,-22.007597,-22.274908,-22.081213,-18.411709,-19.81528,-20.585255,-21.091162,-21.550962,-21.989986,-20.686079,-21.392302,-22.463985,-23.787796,-24.546862
28,2.220446E-16,1.1384361E10,1.0341872,8918813,-17.797,-17.900187,-18.794048,-19.832575,-20.32611,-20.53205,-20.77609,-21.008488,-21.204943,-20.993177,-20.762316,-20.93803,-21.012726,-21.197046,-20.957554,-18.742527,-19.645271,-20.082493,-20.437096,-20.7322,-21.00457,-19.921955,-20.39664,-19.970592,-20.672167,-21.728254,-20.613647,-21.651,-23.234238,-24.358955,-20.34869,-20.011763,-20.204678,-20.871609,-21.75016,-23.62677,-24.938839,-23.585443,-24.366383,-24.86852,-24.61709,-24.032482,-23.141209,-23.438168,-21.475412,-18.148123,-18.276499,-19.038729,-20.02979,-20.480152,-20.657467,-20.876532,-21.06995,-21.241009,-21.01421,-20.864492,-21.02002,-21.073225,-21.233755,-20.977911,-18.988876,-19.852694,-20.255106,-20.574566,-20.836012,-21.06643,-17.285336,-17.406942,-18.46346,-19.578161,-20.121927,-20.368782,-20.644884,-20.92701,-21.15649,-20.964125,-20.628992,-20.829674,-20.932571,-21.14779,-20.929346,-18.409744,-19.378895,-19.861465,-20.255812,-20.596943,-20.92273,-20.511538,-21.217075,-22.216898,-23.405039,-24.039188
28,2.220446E-16,3.20941281E10,2.3536224,8922757,-18.392233,-18.466667,-19.370035,-20.43822,-21.0,-21.25009,-21.559347,-21.907713,-22.170162,-22.010124,-21.538048,-21.784184,-21.916138,-22.159483,-21.974634,-19.318928,-20.239855,-20.720312,-21.137342,-21.509808,-21.899584,-21.049341,-21.454739,-21.082083,-21.85673,-22.938368,-21.78917,-22.860186,-24.622906,-25.792284,-21.422482,-21.117687,-21.363888,-22.045633,-22.96049,-25.06644,-26.238016,-25.024792,-25.802038,-26.171331,-25.78695,-25.134897,-24.196491,-24.502417,-22.487146,-19.045696,-19.151964,-19.867949,-20.862164,-21.3567,-21.55569,-21.814142,-22.07617,-22.274502,-22.073347,-21.796667,-22.00207,-22.082067,-22.265472,-22.035908,-19.819218,-20.678999,-21.106089,-21.463938,-21.771204,-22.06871,-17.916428,-18.013027,-19.068853,-20.211098,-20.811625,-21.095978,-21.431168,-21.820951,-22.115847,-21.974472,-21.407717,-21.674902,-21.830315,-22.104403,-21.940104,-19.015066,-20.000349,-20.523144,-20.968338,-21.378487,-21.813074,-21.50443,-22.224665,-23.24287,-24.46826,-25.139858
28,2.220446E-16,2.0415488E10,0.94863045,12152677,-17.302132,-17.387346,-18.43532,-19.622437,-20.25288,-20.540533,-20.860147,-21.202461,-21.460808,-21.2756,-20.840466,-21.085905,-21.210325,-21.450966,-21.238577,-18.38134,-19.397053,-19.964636,-20.409891,-20.80861,-21.194218,-20.22397,-20.689009,-20.278673,-20.837866,-21.910465,-20.76941,-21.838764,-23.791378,-24.912064,-20.652418,-20.31878,-20.45553,-21.032652,-21.93604,-24.25088,-25.239511,-24.213434,-24.923897,-25.17262,-24.723583,-24.062063,-23.126934,-23.431028,-21.430704,-17.943874,-18.05193,-18.885696,-19.986996,-20.55328,-20.790394,-21.068218,-21.341507,-21.548187,-21.329647,-21.051249,-21.26302,-21.347374,-21.539684,-21.29111,-18.834476,-19.77705,-20.288239,-20.68112,-21.022028,-21.333675,-17.182941,-17.279531,-18.38427,-19.590023,-20.22614,-20.516275,-20.837252,-21.18434,-21.44769,-21.266193,-20.817404,-21.064672,-21.19214,-21.437628,-21.22947,-18.329731,-19.362806,-19.93582,-20.384499,-20.785574,-21.176334,-20.453873,-21.169907,-22.180178,-23.397005,-24.06697
28,2.220446E-16,1.32283648E10,1.3808134,8563942,-17.495667,-17.628733,-18.699799,-19.820908,-20.379107,-20.60983,-20.878721,-21.156517,-21.385515,-21.226614,-20.862316,-21.0635,-21.162354,-21.37649,-21.194962,-18.645916,-19.61401,-20.112097,-20.504255,-20.832962,-21.152983,-20.48107,-20.757023,-20.46572,-21.561283,-22.701094,-21.481697,-22.6088,-24.730202,-25.801958,-20.729568,-20.487715,-20.940765,-21.738626,-22.717037,-25.206966,-25.929718,-25.173618,-25.816248,-25.869816,-25.187218,-24.38119,-23.336807,-23.662777,-21.531733,-17.478388,-17.620674,-18.734993,-19.86203,-20.419691,-20.644518,-20.912357,-21.181921,-21.40401,-21.239305,-20.896383,-21.09256,-21.187721,-21.395113,-21.207285,-18.68076,-19.653875,-20.152912,-20.541765,-20.865732,-21.177193,-17.27357,-17.417921,-18.591612,-19.752699,-20.325367,-20.565493,-20.840897,-21.127903,-21.366596,-21.21371,-20.824661,-21.027346,-21.134119,-21.35728,-21.182354,-18.536346,-19.538889,-20.05609,-20.455694,-20.793636,-21.124073,-20.514315,-21.262993,-22.318632,-23.626213,-24.382257
28,2.220446E-16,1.59346647E10,0.81477505,8662581,-17.984327,-18.067923,-18.829737,-19.868807,-20.408117,-20.623226,-20.889801,-21.14997,-21.356129,-21.151028,-20.87317,-21.079216,-21.155,-21.347729,-21.112328,-18.777906,-19.665756,-20.144712,-20.524736,-20.84539,-21.144636,-20.075405,-20.541193,-20.128191,-20.758297,-21.844212,-20.683506,-21.784864,-23.687952,-24.815012,-20.502153,-20.16917,-20.315025,-20.923786,-21.876717,-24.135862,-25.166265,-24.09668,-24.827019,-25.101936,-24.661316,-23.998785,-23.060286,-23.365665,-21.357822,-17.99109,-18.075594,-18.834768,-19.872921,-20.411762,-20.626478,-20.892696,-21.152174,-21.357548,-21.152016,-20.87607,-21.081717,-21.157198,-21.349174,-21.113298,-18.782982,-19.67009,-20.148521,-20.52816,-20.848333,-21.14681,-17.327085,-17.394848,-18.383331,-19.513504,-20.11754,-20.384542,-20.69024,-21.013317,-21.267006,-21.093592,-20.671198,-20.905495,-21.020168,-21.25744,-21.05638,-18.328547,-19.29231,-19.83273,-20.263575,-20.640642,-21.0074,-20.379982,-21.097023,-22.10958,-23.33143,-24.003862
28,2.220446E-16,1.23777935E10,1.363009,8667711,-16.484192,-16.704155,-18.15847,-19.490936,-20.114483,-20.387495,-20.670143,-20.98394,-21.221695,-21.061424,-20.65051,-20.880802,-20.98978,-21.212006,-21.0273,-18.0989,-19.249893,-19.848654,-20.260973,-20.62445,-20.976837,-20.298542,-20.564629,-20.28758,-21.161238,-22.433237,-21.017641,-22.38981,-24.964533,-25.957188,-20.541677,-20.308592,-20.722557,-21.353924,-22.48661,-25.443571,-25.927872,-25.415443,-25.97309,-25.8782,-25.073072,-24.210407,-23.128128,-23.46097,-21.287506,-16.563637,-16.796227,-18.26601,-19.590382,-20.198809,-20.46275,-20.738699,-21.042557,-21.27179,-21.10705,-20.71982,-20.944662,-21.04819,-21.262173,-21.07294,-18.206902,-19.353258,-19.938347,-20.340202,-20.693903,-21.035475,-16.461716,-16.679333,-18.138247,-19.473124,-20.099764,-20.37484,-20.658865,-20.974236,-21.213575,-21.053247,-20.639196,-20.870281,-20.980186,-21.20384,-21.019186,-18.0786,-19.23118,-19.832462,-20.247507,-20.612944,-20.967108,-20.291895,-21.016922,-22.085896,-23.4235,-24.20985
28,2.220446E-16,1.05956362E10,1.3994164,8689154,-18.584826,-18.662949,-19.289206,-20.186283,-20.578844,-20.718626,-20.92621,-21.106794,-21.273739,-21.06365,-20.91333,-21.058132,-21.110546,-21.2664,-21.029877,-19.239973,-20.027294,-20.360956,-20.654554,-20.88732,-21.103191,-20.113703,-20.505302,-20.131138,-21.115717,-22.22768,-21.03771,-22.161205,-23.977371,-25.051588,-20.464258,-20.16579,-20.498251,-21.268993,-22.25667,-24.39904,-25.40561,-24.361935,-25.06342,-25.341202,-24.90352,-24.228916,-23.277622,-23.58589,-21.55793,-18.598892,-18.678415,-19.297953,-20.192915,-20.584942,-20.724567,-20.931866,-21.111374,-21.277021,-21.065775,-20.919035,-21.06336,-21.115082,-21.269753,-21.031904,-19.248772,-20.034021,-20.367464,-20.660555,-20.892982,-21.107716,-17.825214,-17.875078,-18.757051,-19.767355,-20.243462,-20.443815,-20.697618,-20.951868,-21.170534,-20.996078,-20.681437,-20.861351,-20.95762,-21.162045,-20.964088,-18.704182,-19.587729,-19.995926,-20.35274,-20.652166,-20.947794,-20.56502,-21.295588,-22.316916,-23.55144,-24.233294
28,2.220446E-16,2.90395668E10,0.9388384,9091410,-18.129314,-18.247126,-19.103151,-20.248781,-20.837082,-21.091145,-21.374588,-21.670984,-21.884527,-21.66705,-21.35423,-21.589556,-21.676697,-21.875198,-21.627756,-19.05128,-20.031862,-20.569365,-20.97309,-21.330124,-21.66306,-20.46961,-21.01031,-20.556446,-20.761898,-21.746422,-20.715527,-21.67627,-23.387987,-24.60279,-20.971241,-20.603872,-20.578548,-20.994467,-21.771076,-23.83056,-25.16004,-23.785885,-24.610659,-25.093521,-24.828836,-24.250324,-23.367968,-23.662533,-21.71013,-18.147299,-18.271942,-19.127386,-20.27399,-20.859491,-21.111084,-21.390663,-21.681519,-21.890789,-21.670544,-21.370539,-21.603128,-21.687006,-21.881552,-21.631113,-19.075624,-20.05715,-20.592844,-20.993938,-21.346664,-21.67367,-17.422646,-17.524498,-18.63445,-19.867788,-20.531311,-20.84163,-21.172352,-21.544449,-21.808794,-21.621902,-21.148346,-21.420189,-21.552107,-21.79819,-21.583982,-18.579735,-19.633732,-20.23431,-20.700531,-21.121866,-21.535965,-20.760313,-21.452602,-22.448933,-23.629982,-24.257011
28,2.220446E-16,2.44445061E10,2.3087072,9095345,-18.138397,-18.24352,-19.242039,-20.306997,-20.851793,-21.081968,-21.367075,-21.67304,-21.914042,-21.747484,-21.348337,-21.569044,-21.680029,-21.904694,-21.712729,-19.19068,-20.113663,-20.579136,-20.97831,-21.319706,-21.666492,-20.944153,-21.252468,-20.934351,-22.043041,-23.157436,-21.973143,-23.070042,-24.916176,-26.03537,-21.226795,-20.960321,-21.399921,-22.219725,-23.17453,-25.368649,-26.329811,-25.330711,-26.047443,-26.262423,-25.72693,-24.995161,-24.002642,-24.31881,-22.249441,-18.738169,-18.846752,-19.646547,-20.623173,-21.111479,-21.297075,-21.546782,-21.792568,-21.9888,-21.793743,-21.53017,-21.723677,-21.797415,-21.98054,-21.757523,-19.597641,-20.444166,-20.857422,-21.212912,-21.504436,-21.78729,-17.647116,-17.771473,-18.875748,-20.000832,-20.589071,-20.858688,-21.17199,-21.53342,-21.822245,-21.688211,-21.15132,-21.397182,-21.541706,-21.811844,-21.654846,-18.822397,-19.795006,-20.30267,-20.737637,-21.121489,-21.527672,-21.239447,-21.984184,-23.018991,-24.28321,-24.998579
28,2.220446E-16,1.64511273E10,0.3740675,11474474,-15.248682,-15.540635,-17.57082,-19.092464,-19.845793,-20.191372,-20.537014,-20.93322,-21.22045,-21.063166,-20.513025,-20.795547,-20.941217,-21.208843,-21.025005,-17.506739,-18.80802,-19.536154,-20.034544,-20.485607,-20.924786,-20.023464,-20.477251,-20.085669,-20.446041,-21.522919,-20.373003,-21.43973,-23.478218,-24.747688,-20.447754,-20.124228,-20.195726,-20.655787,-21.543217,-23.995117,-25.065037,-23.950891,-24.759062,-25.01445,-24.477243,-23.741917,-22.738846,-23.058235,-20.955757,-15.802006,-16.107033,-17.945183,-19.413336,-20.124205,-20.438202,-20.757706,-21.103195,-21.335285,-21.13911,-20.73594,-20.999292,-21.109598,-21.325047,-21.09914,-17.883223,-19.14442,-19.828178,-20.294325,-20.70888,-21.093954,-15.114837,-15.48349,-17.557201,-19.089058,-19.837366,-20.186884,-20.536346,-20.937382,-21.224337,-21.065989,-20.512384,-20.798761,-20.945705,-21.212772,-21.027767,-17.49313,-18.80639,-19.531364,-20.02826,-20.484108,-20.928118,-19.985964,-20.688955,-21.738945,-23.022472,-23.745167
28,2.220446E-16,2.49750856E10,2.6237023,8889415,-18.891706,-18.940619,-19.679363,-20.64301,-21.135885,-21.329193,-21.587677,-21.851192,-22.062368,-21.869726,-21.571407,-21.768042,-21.857317,-22.05339,-21.83368,-19.629227,-20.460672,-20.8807,-21.241734,-21.544117,-21.845634,-20.90333,-21.308964,-20.92947,-21.829687,-22.920897,-21.759167,-22.850319,-24.552042,-25.675877,-21.271631,-20.96539,-21.256927,-21.999216,-22.94722,-24.966835,-26.139715,-24.926237,-25.685698,-26.071869,-25.706831,-25.06148,-24.126484,-24.43171,-22.419586,-19.18206,-19.258274,-19.913534,-20.844202,-21.300247,-21.46892,-21.702215,-21.924776,-22.106726,-21.896502,-21.687695,-21.864286,-21.92975,-22.098444,-21.859636,-19.864666,-20.669203,-21.061108,-21.391764,-21.661772,-21.919256,-18.548813,-18.590982,-19.373674,-20.356926,-20.886812,-21.113466,-21.405163,-21.725756,-21.982977,-21.820362,-21.386267,-21.609474,-21.733889,-21.972857,-21.785767,-19.322577,-20.168247,-20.612595,-21.012182,-21.357048,-21.719894,-21.430735,-22.15798,-23.174717,-24.397648,-25.066694
28,2.220446E-16,3.5090252E10,1.0565403,8906927,-16.985952,-17.088293,-18.303991,-19.614534,-20.351852,-20.698881,-21.079964,-21.545088,-21.874311,-21.752163,-21.051178,-21.375288,-21.555017,-21.861158,-21.716736,-18.247393,-19.359896,-20.02316,-20.544611,-21.024796,-21.534857,-20.794182,-21.200739,-20.845144,-21.333845,-22.427284,-21.25463,-22.357948,-24.54773,-25.665977,-21.181509,-20.88192,-21.009264,-21.53204,-22.4559,-25.034187,-25.869947,-24.998404,-25.67933,-25.805792,-25.195807,-24.433098,-23.420753,-23.740902,-21.646235,-18.06952,-18.157175,-19.02572,-20.201273,-20.858397,-21.137712,-21.459429,-21.825876,-22.063782,-21.877838,-21.434416,-21.717602,-21.832867,-22.052671,-21.83924,-18.973944,-19.968554,-20.557293,-21.01077,-21.412203,-21.815369,-17.01131,-17.106373,-18.29227,-19.586723,-20.31991,-20.666485,-21.048635,-21.518309,-21.854176,-21.738354,-21.01985,-21.346102,-21.5285,-21.8407,-21.703146,-18.236078,-19.333946,-19.99249,-20.51251,-20.993313,-21.508553,-20.633493,-21.379578,-22.422571,-23.704803,-24.43547
